Physics, "Fizyka dla szkół wyższych Tom 1", "CC BY", "['Online', 'PDF']"
Physics, "Future Energy: Opportunities & Challenges", "CC BY", "['PDF']"
Physics, "BSc Optics", "CC BY-NC-SA", "['PDF', 'Hardcopy']"
Physics, "Exploring Physical Phenomena", "CC BY-SA", "['eBook', 'PDF', 'Online']"
Physics, "All Things Flow: Fluid Mechanics for the Natural Sciences", "CC BY-NC", "['Online', 'PDF', 'Hardcopy']"
Physics, "Relativity Lite: A Pictorial Translation of Einstein’s Theories of Motion and Gravity", "CC BY-NC", "['PDF']"
Physics, "Applications of Maxwell's Equations", "CC BY", "['PDF']"
Physics, "University Physics I: Classical Mechanics", "CC BY-NC", "['PDF']"
Physics, "Mechanics and Relativity", "CC BY-NC-SA", "['PDF']"
Physics, "Variational Principles in Classical Mechanics - Revised Second Edition", "CC BY-NC-SA", "['PDF', 'Hardcopy']"
Physics, "University Physics Volume 3", "CC BY", "['Online', 'PDF']"
Physics, "University Physics Volume 2", "CC BY", "['Online', 'PDF']"
Physics, "University Physics Volume 1", "CC BY", "['Online', 'PDF']"
Physics, "The Adventure of Physics - Vol. VI: The Strand Model - A Speculation on Unification", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "The Adventure of Physics - Vol. V: Motion Inside Matter - Pleasure, Technology, and Stars", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "The Adventure of Physics -  Vol. IV: The Quantum of Change", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "The Adventure of Physics - Vol. III: Light, Charges, and Brains", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "The Adventure of Physics - Vol. II: Relativity", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "The Adventure of Physics - Vol. I: Fall, Flow, and Heat", "CC BY-NC-ND", "['PDF', 'Hardcopy']"
Physics, "College Physics", "CC BY", "['Online', 'PDF', 'Hardcopy', 'eBook']"
Physics, "Light and Matter", "CC BY-SA", "['Online', 'PDF', 'Hardcopy', 'LaTeX']"
